Movie_Title,Genre,Director,Main_Actor,Production_Company,Release_Year,Movie_Category,Budget,Duration,Num_Screens,Marketing_Spend,Social_Media_Buzz,Rating,Box_Office_Success
Inception: Funny Storm,Horror,Jimmy Noodle,Bobby Doughnut,Ultra Blast Productions,2005,C,43.544979477631294,77.21632893716472,5.924436314982446,19.03370463803328,9.808564815108689,0.0,Low
Godfather: Hyper Adventure,Sci-Fi,Billy Cheese,Tommy Cheese,Ultra Wave Productions,2016,B,40.96062020771021,181.7181559498203,7.333092258821857,23.18068162861248,18.220451559091327,1.8141769660305171,Low
Lord of the Rings: Wild Adventure,Comedy,Sandy Fuzz,Tommy McSmiley,Wild Adventure Productions,2018,B,5.0,156.89265391673942,15.916148847096444,15.736731851317394,6.630927514041325,0.6524483554654072,Low
Inception: Dark Woman,Sci-Fi,Sandy Potter,Sandy Giggles,Mega Fiesta Productions,2003,AAA,16.60399693807306,106.8319808296799,22.331066890955007,25.56309012036493,2.757320431544636,3.808832887600339,Medium
Harry Potter: Wild Wave,Comedy,Sally Potter,Sandy Cheese,Wild Adventure Productions,2021,C,78.69080417434006,115.24289722961343,5.475834922113759,16.36106210491077,17.090616798135077,0.9166574500333348,Low
Lord of the Rings: Dark Adventure,Sci-Fi,Jimmy Potter,Jimmy Noodle,Ultra Man Productions,2022,C,27.58083549587286,144.19096273973128,10.468444445053176,7.354148854020947,5.923251494535712,3.744663721958015,Low
Dark Knight: Iron Fiesta,Comedy,Timmy Cheese,Bobby Giggles,Fantastic Saga Productions,2001,AAA,10.67121461727902,71.84715107868162,14.153198515856914,20.813488833467645,5.828875222799822,6.970321514391156,Low
Inception: Crazy Adventure,Sci-Fi,Sandy Fuzz,Billy Giggles,Ultra Fiesta Productions,2012,AAA,67.31116897514484,60.0,9.672454266472682,25.13635033865152,4.215456284471408,3.0538531134652764,Medium
Lord of the Rings: Hyper Force,Action,Harry Noodle,Hermione Fuzz,Fantastic Saga Productions,2021,A,68.43406970200706,79.19836036747196,23.800283382317488,5.12640083274257,7.411334873149403,1.3868942689367532,Low
Avengers: Dark Fiesta,Action,Hermione Cupcake,Bobby Granger,Ultra Blast Productions,2020,AAA,37.55744325486572,133.0523501455758,41.68012782938408,34.6571724170406,8.067587342118413,7.681344370298495,Low
Shawshank: Super Force,Horror,Sally Fuzz,Hermione Cupcake,Dark Fiesta Productions,2021,C,52.9794389865442,106.1767495880504,10.999985710899956,1.0,6.137832351426643,0.7226615904813722,Low
Matrix: Super Quest,Sci-Fi,Sandy Bubblegum,Bobby Cupcake,Hyper Fiesta Productions,2002,C,49.873071578543296,140.6269305598241,5.96156468954368,18.794918032341037,7.601420570799006,0.6450762159575414,Low
Matrix: Ultra Adventure,Drama,Jimmy Potter,Sandy Cupcake,Funny Saga Productions,2016,C,49.16783084537879,143.80047971058175,15.71950020350604,21.62383185133047,4.42782582773446,1.8680057643986268,Low
Lord of the Rings: Fantastic Force,Horror,Jimmy Potter,Billy Noodle,Ultra Fiesta Productions,2005,AAA,71.20295410405319,110.08871809977067,9.245588161550732,10.222217890411487,8.59635646572769,2.7378154693846213,Medium
Titanic: Dark Wave,Action,Timmy Granger,Sally Doughnut,Wild Adventure Productions,2019,A,52.20642211694381,120.27422027467898,14.928911769785122,1151.3138157649073,8.233128770343,0.0,High
Titanic: Funny Quest,Comedy,Tommy Doughnut,Hermione Doughnut,Ultra Blast Productions,2009,C,59.422874995241806,138.50283279518942,53.61626542545883,30.602886408873168,3.3190781490003314,0.0587024386800667,Low
Godfather: Fantastic Adventure,Drama,Bobby Fuzz,Tommy Potter,Ultra Adventure Productions,2005,AAA,41.41069712997683,85.53445770212136,53.87808972379974,12.224668760451449,8.984853137761002,6.124519893134053,Low
Titanic: Funny Fiesta,Drama,Timmy Cheese,Tommy Granger,Ultra Fiesta Productions,2010,B,43.120478571324085,142.12538680868553,13.67763500032448,4.939111549398245,6.971270924571665,4.083434775620247,Low
Matrix: Ultra Quest,Drama,Billy McSmiley,Harry Cheese,Wild Adventure Productions,2022,A,43.788838186428364,111.48817486640166,15.350658465254112,2.848800453053041,5.372383892432203,0.829448308435194,Low
Dark Knight: Dark Man,Action,Sandy Granger,Wendy Giggles,Super Wave Productions,2000,C,69.26593209718997,102.7685264861118,14.2624045978937,17.863232311301385,14.484221375810447,0.0,Low
Star Wars: Fantastic Quest,Horror,Wendy Cupcake,Sally Granger,Super Wave Productions,2016,AAA,65.67166137094586,158.46407221080392,10.852060663730054,15.435968171598926,7.755235908675738,1.7663906515937708,Low
Godfather: Iron Fiesta,Action,Sandy Cheese,Hermione Noodle,Wild Woman Productions,2016,AAA,67.17236796152031,146.32051520219093,3.7750317772506974,14.585683549257393,5.76903545217857,5.722739593392195,Low
Harry Potter: Crazy Man,Horror,Sandy Fuzz,Billy Granger,Funny Saga Productions,2012,A,39.15524563944341,83.74228427272973,22.912418274025917,19.433879127355432,8.344116453376254,1.1870605621041146,Low
Avengers: Hyper Adventure,Horror,Bobby Fuzz,Jimmy Cheese,Iron Blast Productions,2023,AAA,37.3762046111324,105.03704438419103,16.480843753023045,25.92555307928769,6.771388337347406,0.8906724238735327,Low
Matrix: Super Fiesta,Action,Wendy Cupcake,Sally Doughnut,Ultra Force Productions,2008,AAA,66.1316419082147,94.26783357639,16.863934852186613,52.76399345113,7.911328809035804,3.3314403687068843,Medium
Titanic: Dark Storm,Drama,Jimmy Potter,Sandy Giggles,Iron Blast Productions,2017,A,13.888854771659696,156.53094432574244,27.97248885616236,25.7724837237553,8.072336098146312,0.0,Low
Star Wars: Hyper Storm,Action,Harry Noodle,Sandy Cupcake,Wild Woman Productions,2020,AAA,22.833398315804743,100.07386968161305,63.67218616356581,13.02716319530186,6.701950521128177,5.41033166653962,Low
Lord of the Rings: Dark Quest,Comedy,Hermione Cupcake,Sally Giggles,Wild Quest Productions,2009,B,49.520453950040725,106.40677231874736,11.445696893629805,12.124321302739045,11.085801656196226,4.067153621714202,Low
Godfather: Wild Woman,Horror,Bobby Cheese,Sally Bubblegum,Mega Saga Productions,2021,B,49.82863423978468,147.26437234049908,17.080231149509743,29.83923537244452,5.576724152878937,2.366190091746605,Low
Harry Potter: Wild Wave,Drama,Billy Giggles,Sally Giggles,Wild Quest Productions,2001,AAA,72.77469548547214,93.7861613627643,35.26953627657244,36.21647595951321,9.36852333361709,2.4697874966958646,Low
Godfather: Crazy Storm,Comedy,Hermione Giggles,Harry Bubblegum,Ultra Fiesta Productions,2021,AAA,30.36709859649556,103.9727918411122,7.932874107022474,12.0706845006012,4.884106736872584,2.9600014031321926,Low
Dark Knight: Dark Adventure,Sci-Fi,Jimmy Giggles,Tommy Cheese,Iron Blast Productions,2016,C,70.6614996919703,96.39580029310844,39.31649508427791,25.57503821033837,9.0830558773936,0.0,Low
Matrix: Super Quest,Horror,Timmy Granger,Wendy Bubblegum,Super Adventure Productions,2012,A,34.036187511574724,109.94378240221744,32.46385209463954,13.064591105378147,13.061065422754208,1.724126106948589,Low
Matrix: Funny Fiesta,Sci-Fi,Sandy Fuzz,Sally Giggles,Mega Fiesta Productions,2000,B,37.77354441561784,181.63465320985745,35.846141718198346,26.65948837834065,5.854136952424053,0.0545512180765382,Low
Star Wars: Super Woman,Action,Sally Giggles,Sally Bubblegum,Iron Wave Productions,2018,A,57.56694391214528,83.50022362419446,34.71387674611236,17.590394171440817,6.0329133879045,1.198536145463647,Low
Avengers: Iron Quest,Horror,Sally Fuzz,Timmy Cheese,Wild Quest Productions,2023,B,65.81002721323446,110.85233362928018,99.65553364052244,21.21579000539382,3.129963499993369,2.5430843943970904,Low
Dark Knight: Ultra Quest,Action,Sally Fuzz,Wendy Potter,Wild Quest Productions,2010,AAA,50.736242915308,95.64077543119572,15.635450479939,20.8270000363857,4.471596861472502,2.2365009453599947,Low
Lord of the Rings: Hyper Force,Sci-Fi,Wendy Cupcake,Harry McSmiley,Wild Quest Productions,2000,C,64.66905766282169,81.28431818126128,23.18408832016947,1.0,6.858118167292006,0.1335989448795764,Low
Titanic: Wild Quest,Horror,Jimmy Giggles,Bobby Bubblegum,Dark Fiesta Productions,2012,C,51.99850344434482,176.1931327387434,12.895506493129888,19.539385958755343,14.182846361526666,0.0,Low
Matrix: Funny Saga,Sci-Fi,Billy McSmiley,Jimmy Noodle,Mega Quest Productions,2004,C,76.59993675093314,121.70779262612328,27.42915129272732,27.983864721014346,7.465416590154006,0.0,Low
Godfather: Wild Blast,Sci-Fi,Wendy McSmiley,Wendy Fuzz,Fantastic Saga Productions,2021,C,77.4761565485421,127.6379930961276,14.684544177633164,13.39105663013817,8.798777411070388,0.8565761822575684,Low
Star Wars: Fantastic Woman,Horror,Sally Giggles,Timmy Potter,Wild Quest Productions,2003,B,24.71711729944676,117.35628476979916,22.11976423162399,19.24490027433193,10.571540079395382,0.0,Low
Lord of the Rings: Dark Storm,Horror,Sandy Potter,Sally Doughnut,Ultra Fiesta Productions,2019,B,72.30933366190423,105.77456828765554,11.671467541525317,18.395364481829557,7.39446263407545,0.0,Low
Godfather: Mega Woman,Drama,Hermione Cupcake,Harry McSmiley,Iron Blast Productions,2023,C,24.18422267698815,76.91725462394831,104.9138593082124,17.702646685021495,5.677732795523088,0.8230335984783372,Low
Dark Knight: Ultra Man,Action,Hermione Bubblegum,Jimmy Fuzz,Funny Wave Productions,2010,C,29.799081214323515,108.649443522007,64.62735176227147,1.7960195192816428,8.918943022237501,0.0,Low
Avengers: Dark Saga,Drama,Billy McSmiley,Timmy Potter,Super Wave Productions,2011,C,47.29781465618324,156.0227688461072,14.273500583836702,24.106745854198007,4.470552677359971,0.0,Low
Avengers: Fantastic Blast,Comedy,Sandy Bubblegum,Harry Cheese,Ultra Man Productions,2013,C,5.0,111.282045679706,50.90456501391378,9.662641994377736,6.875450816925331,0.0,Low
Inception: Crazy Storm,Horror,Hermione Giggles,Bobby Noodle,Super Adventure Productions,2006,C,76.91606534725739,110.54698991943944,40.89726909708352,5.475016029123028,4.140258473386022,0.0,Low
Titanic: Super Wave,Action,Timmy Granger,Timmy Potter,Mega Quest Productions,2001,AAA,96.66578643299565,98.0020471954094,6.802785933362152,24.47252155492251,9.33784959678485,2.9117115609612934,Low
Dark Knight: Funny Blast,Horror,Bobby Fuzz,Sally Bubblegum,Funny Wave Productions,2003,A,67.47319353788586,118.2917862382562,7.826493352816067,3.789917154236612,10.956858708475998,1.6965990601283103,Medium
Dark Knight: Dark Storm,Sci-Fi,Jimmy Giggles,Timmy Noodle,Ultra Blast Productions,2012,B,81.92096982791112,85.08426846720526,47.95490718536046,15.524028094835865,6.677465512560946,2.454707904792515,Low
Titanic: Dark Wave,Drama,Hermione Bubblegum,Bobby McSmiley,Ultra Force Productions,2016,B,46.47289327162635,67.25834425688407,71.9032864527926,9.269447703760733,10.320962115166338,2.242367072228794,Low
Dark Knight: Dark Adventure,Action,Sally Cupcake,Jimmy Cheese,Hyper Fiesta Productions,2015,C,9.941019586556749,90.58591395234308,11.95848235160986,10.525709549393238,6.271197955654211,0.0,Low
